0,0.671087657,0.00012403
10,0.645194274,0.002589136
20,0.608729333,0.00250879
30,0.568321722,0.006446459
40,0.444703823,0.003455586
50,0.399903816,0.004428342
60,0.35524072,0.004016677
70,0.322597137,0.001112155
80,0.283126235,0.003887918
90,0.274000901,0.003779177
-10,0.560679872,0.000108897
-20,0.537629545,0.001955929
-30,0.538703165,0.00474999
-40,0.495787841,0.00422475
